date_id,currency_code,rate_to_usd
20230411,JPY,133.22
20230411,USD,1
20230412,CAD,1.3485
20230412,EUR,0.91558
20230412,GBP,0.80606
20230412,JPY,133.76
20230412,USD,1
20230413,CAD,1.3399
20230413,EUR,0.90785
20230413,GBP,0.79944
20230413,JPY,133.28
20230413,USD,1
20230414,CAD,1.3317
20230414,EUR,0.9044
20230414,GBP,0.79986
20230414,JPY,132.59
20230414,USD,1
20230415,CAD,1.3317
20230415,EUR,0.9044
20230415,GBP,0.79986
20230415,JPY,132.59
20230415,USD,1
20230416,CAD,1.3317
20230416,EUR,0.9044
20230416,GBP,0.79986
20230416,JPY,132.59
20230416,USD,1
20230417,CAD,1.3362
20230417,EUR,0.91066
20230417,GBP,0.80478
20230417,JPY,133.84
20230417,USD,1
20230418,CAD,1.3379
20230418,EUR,0.91141
20230418,GBP,0.80334
20230418,JPY,133.88
20230418,USD,1
20230419,CAD,1.3444
20230419,EUR,0.91466
20230419,GBP,0.80589
20230419,JPY,134.67
20230419,USD,1
20230420,CAD,1.3484
20230420,EUR,0.91374
20230420,GBP,0.80549
20230420,JPY,134.74
20230420,USD,1
20230421,CAD,1.3535
20230421,EUR,0.91091
20230421,GBP,0.8068
20230421,JPY,133.83
20230421,USD,1
20230422,CAD,1.3535
20230422,EUR,0.91091
20230422,GBP,0.8068
20230422,JPY,133.83
20230422,USD,1
20230423,CAD,1.3535
20230423,EUR,0.91091
20230423,GBP,0.8068
20230423,JPY,133.83
20230423,USD,1
20230424,CAD,1.3548
20230424,EUR,0.90893
20230424,GBP,0.80406
20230424,JPY,134.68
20230424,USD,1
20230425,CAD,1.3595
20230425,EUR,0.90728
20230425,GBP,0.80426
20230425,JPY,134.2
20230425,USD,1
20230426,CAD,1.362
20230426,EUR,0.90588
20230426,GBP,0.80225
20230426,JPY,133.77
20230426,USD,1
20230427,CAD,1.3622
20230427,EUR,0.90563
20230427,GBP,0.80083
20230427,JPY,133.27
20230427,USD,1
20230428,CAD,1.3643
20230428,EUR,0.91066
20230428,GBP,0.80184
20230428,JPY,136.01
20230428,USD,1
20230429,CAD,1.3643
20230429,EUR,0.91066
20230429,GBP,0.80184
20230429,JPY,136.01
20230429,USD,1
20230430,CAD,1.3643
20230430,EUR,0.91066
20230430,GBP,0.80184
20230430,JPY,136.01
20230430,USD,1
20230501,CAD,1.3643
20230501,EUR,0.91066
20230501,GBP,0.80184
20230501,JPY,136.01
20230501,USD,1
20230502,CAD,1.3575
20230502,EUR,0.91199
20230502,GBP,0.80135
20230502,JPY,137.44
20230502,USD,1
20230503,CAD,1.3624
20230503,EUR,0.90555
20230503,GBP,0.79928
20230503,JPY,135.52
20230503,USD,1
20230504,CAD,1.361
20230504,EUR,0.90302
20230504,GBP,0.79479
20230504,JPY,134.48
20230504,USD,1
20230505,CAD,1.3492
20230505,EUR,0.90794
20230505,GBP,0.79334
20230505,JPY,134.19
20230505,USD,1
20230506,CAD,1.3492
20230506,EUR,0.90794
20230506,GBP,0.79334
20230506,JPY,134.19
20230506,USD,1
20230507,CAD,1.3492
20230507,EUR,0.90794
20230507,GBP,0.79334
20230507,JPY,134.19
20230507,USD,1
20230508,CAD,1.3328
20230508,EUR,0.90604
20230508,GBP,0.79032
20230508,JPY,135.14
20230508,USD,1
20230509,CAD,1.3394
20230509,EUR,0.91249
20230509,GBP,0.79378
20230509,JPY,135.02
20230509,USD,1
20230510,CAD,1.3385
20230510,EUR,0.91324
20230510,GBP,0.79281
20230510,JPY,135.32
20230510,USD,1
20230511,CAD,1.3424
20230511,EUR,0.91491
20230511,GBP,0.7941
20230511,JPY,134.07
20230511,USD,1
20230512,CAD,1.3498
20230512,EUR,0.91811
20230512,GBP,0.79893
20230512,JPY,134.98
20230512,USD,1
20230513,CAD,1.3498
20230513,EUR,0.91811
20230513,GBP,0.79893
20230513,JPY,134.98
20230513,USD,1
20230514,CAD,1.3498
20230514,EUR,0.91811
20230514,GBP,0.79893
20230514,JPY,134.98
20230514,USD,1
20230515,CAD,1.3501
20230515,EUR,0.91946
20230515,GBP,0.7994
20230515,JPY,136.22
20230515,USD,1
20230516,CAD,1.3466
20230516,EUR,0.91903
20230516,GBP,0.79899
20230516,JPY,135.92
20230516,USD,1
20230517,CAD,1.3491
20230517,EUR,0.92345
20230517,GBP,0.80243
20230517,JPY,136.96
20230517,USD,1
20230518,CAD,1.3473
20230518,EUR,0.92481
20230518,GBP,0.80357
20230518,JPY,137.87
20230518,USD,1
20230519,CAD,1.3485
20230519,EUR,0.92524
20230519,GBP,0.80348
20230519,JPY,138.37
20230519,USD,1
20230520,CAD,1.3485
20230520,EUR,0.92524
20230520,GBP,0.80348
20230520,JPY,138.37
20230520,USD,1
20230521,CAD,1.3485
20230521,EUR,0.92524
20230521,GBP,0.80348
20230521,JPY,138.37
20230521,USD,1
20230522,CAD,1.3508
20230522,EUR,0.92404
20230522,GBP,0.80249
20230522,JPY,138.27
20230522,USD,1
20230523,CAD,1.3518
20230523,EUR,0.92773
20230523,GBP,0.80706
20230523,JPY,138.42
20230523,USD,1
20230524,CAD,1.3537
20230524,EUR,0.92721
20230524,GBP,0.80661
20230524,JPY,138.43
20230524,USD,1
20230525,CAD,1.3599
20230525,EUR,0.93153
20230525,GBP,0.8085
20230525,JPY,139.39
20230525,USD,1
20230526,CAD,1.3608
20230526,EUR,0.93015
20230526,GBP,0.80749
20230526,JPY,139.75
20230526,USD,1
20230527,CAD,1.3608
20230527,EUR,0.93015
20230527,GBP,0.80749
20230527,JPY,139.75
20230527,USD,1
20230528,CAD,1.3608
20230528,EUR,0.93015
20230528,GBP,0.80749
20230528,JPY,139.75
20230528,USD,1
20230529,CAD,1.3592
20230529,EUR,0.93327
20230529,GBP,0.81013
20230529,JPY,140.26
20230529,USD,1
20230530,CAD,1.3576
20230530,EUR,0.93075
20230530,GBP,0.80384
20230530,JPY,139.62
20230530,USD,1
20230531,CAD,1.365
20230531,EUR,0.93607
20230531,GBP,0.80881
20230531,JPY,139.6
20230531,USD,1
20230601,CAD,1.3568
20230601,EUR,0.93484
20230601,GBP,0.80231
20230601,JPY,139.53
20230601,USD,1
20230602,CAD,1.3419
20230602,EUR,0.92911
20230602,GBP,0.79838
20230602,JPY,138.86
20230602,USD,1
20230603,CAD,1.3419
20230603,EUR,0.92911
20230603,GBP,0.79838
20230603,JPY,138.86
20230603,USD,1
20230604,CAD,1.3419
20230604,EUR,0.92911
20230604,GBP,0.79838
20230604,JPY,138.86
20230604,USD,1
20230605,CAD,1.344
20230605,EUR,0.93545
20230605,GBP,0.80751
20230605,JPY,140.28
20230605,USD,1
20230606,CAD,1.3425
20230606,EUR,0.93607
20230606,GBP,0.80598
20230606,JPY,139.56
20230606,USD,1
20230607,CAD,1.3391
20230607,EUR,0.9331
20230607,GBP,0.80218
20230607,JPY,139.42
20230607,USD,1
20230608,CAD,1.3358
20230608,EUR,0.93136
20230608,GBP,0.80202
20230608,JPY,139.69
20230608,USD,1
20230609,CAD,1.3323
20230609,EUR,0.92764
20230609,GBP,0.79587
20230609,JPY,139.37
20230609,USD,1
20230610,CAD,1.3323
20230610,EUR,0.92764
20230610,GBP,0.79587
20230610,JPY,139.37
20230610,USD,1
20230611,CAD,1.3323
20230611,EUR,0.92764
20230611,GBP,0.79587
20230611,JPY,139.37
20230611,USD,1
20230612,CAD,1.3337
20230612,EUR,0.92894
20230612,GBP,0.79589
20230612,JPY,139.37
20230612,USD,1
20230613,CAD,1.3345
20230613,EUR,0.92653
20230613,GBP,0.79542
20230613,JPY,139.55
20230613,USD,1
20230614,CAD,1.3302
20230614,EUR,0.92515
20230614,GBP,0.79059
20230614,JPY,139.89
20230614,USD,1
20230615,CAD,1.3324
20230615,EUR,0.9243
20230615,GBP,0.79078
20230615,JPY,141.29
20230615,USD,1
20230616,CAD,1.3223
20230616,EUR,0.91191
20230616,GBP,0.77903
20230616,JPY,141.03
20230616,USD,1
20230617,CAD,1.3223
20230617,EUR,0.91191
20230617,GBP,0.77903
20230617,JPY,141.03
20230617,USD,1
20230618,CAD,1.3223
20230618,EUR,0.91191
20230618,GBP,0.77903
20230618,JPY,141.03
20230618,USD,1
20230619,CAD,1.3194
20230619,EUR,0.91558
20230619,GBP,0.7807
20230619,JPY,141.86
20230619,USD,1
20230620,CAD,1.3238
20230620,EUR,0.91466
20230620,GBP,0.78391
20230620,JPY,141.32
20230620,USD,1
20230621,CAD,1.3215
20230621,EUR,0.9155
20230621,GBP,0.78575
20230621,JPY,141.8
20230621,USD,1
20230622,CAD,1.3166
20230622,EUR,0.91033
20230622,GBP,0.78393
20230622,JPY,142.06
20230622,USD,1
20230623,CAD,1.3212
20230623,EUR,0.91878
20230623,GBP,0.78536
20230623,JPY,143.18
20230623,USD,1
20230624,CAD,1.3212
20230624,EUR,0.91878
20230624,GBP,0.78536
20230624,JPY,143.18
20230624,USD,1
20230625,CAD,1.3212
20230625,EUR,0.91878
20230625,GBP,0.78536
20230625,JPY,143.18
20230625,USD,1
20230626,CAD,1.3147
20230626,EUR,0.91592
20230626,GBP,0.78657
20230626,JPY,143.26
20230626,USD,1
20230627,CAD,1.3157
20230627,EUR,0.91316
20230627,GBP,0.78523
20230627,JPY,143.49
20230627,USD,1
20230628,CAD,1.3248
20230628,EUR,0.91424
20230628,GBP,0.79009
20230628,JPY,144.29
20230628,USD,1
20230629,CAD,1.3259
20230629,EUR,0.91424
20230629,GBP,0.78991
20230629,JPY,144.21
20230629,USD,1
20230630,CAD,1.3266
20230630,EUR,0.9203
20230630,GBP,0.78988
20230630,JPY,144.63
20230630,USD,1
20230701,CAD,1.3266
20230701,EUR,0.9203
20230701,GBP,0.78988
20230701,JPY,144.63
20230701,USD,1
20230702,CAD,1.3266
20230702,EUR,0.9203
20230702,GBP,0.78988
20230702,JPY,144.63
20230702,USD,1
20230703,CAD,1.325
20230703,EUR,0.91752
20230703,GBP,0.78888
20230703,JPY,144.79
20230703,USD,1
20230704,CAD,1.322
20230704,EUR,0.91785
20230704,GBP,0.78635
20230704,JPY,144.41
20230704,USD,1
20230705,CAD,1.328
20230705,EUR,0.9192
20230705,GBP,0.78762
20230705,JPY,144.55
20230705,USD,1
20230706,CAD,1.3294
20230706,EUR,0.91752
20230706,GBP,0.78273
20230706,JPY,143.66
20230706,USD,1
20230707,CAD,1.337
20230707,EUR,0.91844
20230707,GBP,0.78341
20230707,JPY,143.29
20230707,USD,1
20230708,CAD,1.337
20230708,EUR,0.91844
20230708,GBP,0.78341
20230708,JPY,143.29
20230708,USD,1
20230709,CAD,1.337
20230709,EUR,0.91844
20230709,GBP,0.78341
20230709,JPY,143.29
20230709,USD,1
20230710,CAD,1.3282
20230710,EUR,0.91274
20230710,GBP,0.78252
20230710,JPY,142.14
20230710,USD,1
20230711,CAD,1.3275
20230711,EUR,0.91
20230711,GBP,0.7745
20230711,JPY,140.39
20230711,USD,1
20230712,CAD,1.3223
20230712,EUR,0.90728
20230712,GBP,0.77461
20230712,JPY,139.58
20230712,USD,1
20230713,CAD,1.3159
20230713,EUR,0.89429
20230713,GBP,0.7651
20230713,JPY,138.47
20230713,USD,1
20230714,CAD,1.3125
20230714,EUR,0.89119
20230714,GBP,0.76277
20230714,JPY,138.59
20230714,USD,1
20230715,CAD,1.3125
20230715,EUR,0.89119
20230715,GBP,0.76277
20230715,JPY,138.59
20230715,USD,1
20230716,CAD,1.3125
20230716,EUR,0.89119
20230716,GBP,0.76277
20230716,JPY,138.59
20230716,USD,1
20230717,CAD,1.3219
20230717,EUR,0.89047
20230717,GBP,0.76467
20230717,JPY,138.36
20230717,USD,1
20230718,CAD,1.3205
20230718,EUR,0.88849
20230718,GBP,0.76267
20230718,JPY,138.07
20230718,USD,1
20230719,CAD,1.3184
20230719,EUR,0.89111
20230719,GBP,0.77453
20230719,JPY,139.69
20230719,USD,1
20230720,CAD,1.3143
20230720,EUR,0.8931
20230720,GBP,0.77628
20230720,JPY,139.64
20230720,USD,1
20230721,CAD,1.3187
20230721,EUR,0.89904
20230721,GBP,0.77952
20230721,JPY,141.72
20230721,USD,1
20230722,CAD,1.3187
20230722,EUR,0.89904
20230722,GBP,0.77952
20230722,JPY,141.72
20230722,USD,1
20230723,CAD,1.3187
20230723,EUR,0.89904
20230723,GBP,0.77952
20230723,JPY,141.72
20230723,USD,1
20230724,CAD,1.3189
20230724,EUR,0.90123
20230724,GBP,0.77821
20230724,JPY,141.01
20230724,USD,1
20230725,CAD,1.3177
20230725,EUR,0.9049
20230725,GBP,0.77955
20230725,JPY,141.33
20230725,USD,1
20230726,CAD,1.322
20230726,EUR,0.90424
20230726,GBP,0.77489
20230726,JPY,140.43
20230726,USD,1
20230727,CAD,1.3172
20230727,EUR,0.89888
20230727,GBP,0.772
20230727,JPY,140.18
20230727,USD,1
20230728,CAD,1.3218
20230728,EUR,0.90827
20230728,GBP,0.77711
20230728,JPY,139.28
20230728,USD,1
20230729,CAD,1.3218
20230729,EUR,0.90827
20230729,GBP,0.77711
20230729,JPY,139.28
20230729,USD,1
20230730,CAD,1.3218
20230730,EUR,0.90827
20230730,GBP,0.77711
20230730,JPY,139.28
20230730,USD,1
20230731,CAD,1.3214
20230731,EUR,0.90719
20230731,GBP,0.77805
20230731,JPY,142.18
20230731,USD,1
20230801,CAD,1.3281
20230801,EUR,0.91158
20230801,GBP,0.78273
20230801,JPY,142.98
20230801,USD,1
20230802,CAD,1.331
20230802,EUR,0.91033
20230802,GBP,0.78323
20230802,JPY,142.81
20230802,USD,1
20230803,CAD,1.3373
20230803,EUR,0.91475
20230803,GBP,0.79096
20230803,JPY,142.92
20230803,USD,1
20230804,CAD,1.3382
20230804,EUR,0.91358
20230804,GBP,0.78744
20230804,JPY,142.62
20230804,USD,1
20230805,CAD,1.3382
20230805,EUR,0.91358
20230805,GBP,0.78744
20230805,JPY,142.62
20230805,USD,1
20230806,CAD,1.3382
20230806,EUR,0.91358
20230806,GBP,0.78744
20230806,JPY,142.62
20230806,USD,1
20230807,CAD,1.3372
20230807,EUR,0.91042
20230807,GBP,0.78444
20230807,JPY,142.22
20230807,USD,1
20230808,CAD,1.3482
20230808,EUR,0.91374
20230808,GBP,0.78726
20230808,JPY,143.05
20230808,USD,1
20230809,CAD,1.3439
20230809,EUR,0.91174
20230809,GBP,0.78574
20230809,JPY,143.46
20230809,USD,1
20230810,CAD,1.3399
20230810,EUR,0.90752
20230810,GBP,0.78331
20230810,JPY,143.78
20230810,USD,1
20230811,CAD,1.3441
20230811,EUR,0.90876
20230811,GBP,0.78531
20230811,JPY,144.47
20230811,USD,1
20230812,CAD,1.3441
20230812,EUR,0.90876
20230812,GBP,0.78531
20230812,JPY,144.47
20230812,USD,1
20230813,CAD,1.3441
20230813,EUR,0.90876
20230813,GBP,0.78531
20230813,JPY,144.47
20230813,USD,1
20230814,CAD,1.3449
20230814,EUR,0.91491
20230814,GBP,0.78879
20230814,JPY,145.18
20230814,USD,1
20230815,CAD,1.3493
20230815,EUR,0.91525
20230815,GBP,0.7867
20230815,JPY,145.56
20230815,USD,1
20230816,CAD,1.349
20230816,EUR,0.91609
20230816,GBP,0.78458
20230816,JPY,145.72
20230816,USD,1
20230817,CAD,1.3503
20230817,EUR,0.91743
20230817,GBP,0.78344
20230817,JPY,145.76
20230817,USD,1
20230818,CAD,1.3558
20230818,EUR,0.92022
20230818,GBP,0.78672
20230818,JPY,145.5
20230818,USD,1
20230819,CAD,1.3558
20230819,EUR,0.92022
20230819,GBP,0.78672
20230819,JPY,145.5
20230819,USD,1
20230820,CAD,1.3558
20230820,EUR,0.92022
20230820,GBP,0.78672
20230820,JPY,145.5
20230820,USD,1
20230821,CAD,1.3497
20230821,EUR,0.91676
20230821,GBP,0.7836
20230821,JPY,145.9
20230821,USD,1
20230822,CAD,1.3517
20230822,EUR,0.91853
20230822,GBP,0.78339
20230822,JPY,145.77
20230822,USD,1
20230823,CAD,1.3574
20230823,EUR,0.9255
20230823,GBP,0.79272
20230823,JPY,145.56
20230823,USD,1
20230824,CAD,1.3548
20230824,EUR,0.92251
20230824,GBP,0.79013
20230824,JPY,145.72
20230824,USD,1
20230825,CAD,1.3575
20230825,EUR,0.92524
20230825,GBP,0.7924
20230825,JPY,145.96
20230825,USD,1
20230826,CAD,1.3575
20230826,EUR,0.92524
20230826,GBP,0.7924
20230826,JPY,145.96
20230826,USD,1
20230827,CAD,1.3575
20230827,EUR,0.92524
20230827,GBP,0.7924
20230827,JPY,145.96
20230827,USD,1
20230828,CAD,1.3595
20230828,EUR,0.92524
20230828,GBP,0.794
20230828,JPY,146.51
20230828,USD,1
20230829,CAD,1.3628
20230829,EUR,0.92567
20230829,GBP,0.79478
20230829,JPY,147.12
20230829,USD,1
20230830,CAD,1.3562
20230830,EUR,0.91861
20230830,GBP,0.78927
20230830,JPY,146.2
20230830,USD,1
20230831,CAD,1.3545
20230831,EUR,0.92013
20230831,GBP,0.78872
20230831,JPY,145.83
20230831,USD,1
20230901,CAD,1.3515
20230901,EUR,0.92217
20230901,GBP,0.7888
20230901,JPY,145.21
20230901,USD,1
20230902,CAD,1.3515
20230902,EUR,0.92217
20230902,GBP,0.7888
20230902,JPY,145.21
20230902,USD,1
20230903,CAD,1.3515
20230903,EUR,0.92217
20230903,GBP,0.7888
20230903,JPY,145.21
20230903,USD,1
20230904,CAD,1.3597
20230904,EUR,0.92584
20230904,GBP,0.79206
20230904,JPY,146.38
20230904,USD,1
20230905,CAD,1.3654
20230905,EUR,0.93188
20230905,GBP,0.79708
20230905,JPY,147.42
20230905,USD,1
20230906,CAD,1.3643
20230906,EUR,0.93067
20230906,GBP,0.79575
20230906,JPY,147.21
20230906,USD,1
20230907,CAD,1.3655
20230907,EUR,0.93371
20230907,GBP,0.80205
20230907,JPY,147.25
20230907,USD,1
20230908,CAD,1.3661
20230908,EUR,0.93423
20230908,GBP,0.80096
20230908,JPY,147.46
20230908,USD,1
20230909,CAD,1.3661
20230909,EUR,0.93423
20230909,GBP,0.80096
20230909,JPY,147.46
20230909,USD,1
20230910,CAD,1.3661
20230910,EUR,0.93423
20230910,GBP,0.80096
20230910,JPY,147.46
20230910,USD,1
20230911,CAD,1.3582
20230911,EUR,0.93249
20230911,GBP,0.79868
20230911,JPY,146.55
20230911,USD,1
20230912,CAD,1.3582
20230912,EUR,0.93345
20230912,GBP,0.80206
20230912,JPY,146.94
20230912,USD,1
20230913,CAD,1.3562
20230913,EUR,0.93171
20230913,GBP,0.80211
20230913,JPY,147.47
20230913,USD,1
20230914,CAD,1.3518
20230914,EUR,0.93197
20230914,GBP,0.80144
20230914,JPY,147.37
20230914,USD,1
20230915,CAD,1.3519
20230915,EUR,0.93826
20230915,GBP,0.80576
20230915,JPY,147.78
20230915,USD,1
20230916,CAD,1.3519
20230916,EUR,0.93826
20230916,GBP,0.80576
20230916,JPY,147.78
20230916,USD,1
20230917,CAD,1.3519
20230917,EUR,0.93826
20230917,GBP,0.80576
20230917,JPY,147.78
20230917,USD,1
20230918,CAD,1.3505
20230918,EUR,0.93782
20230918,GBP,0.80785
20230918,JPY,147.65
20230918,USD,1
20230919,CAD,1.3416
20230919,EUR,0.93345
20230919,GBP,0.80522
20230919,JPY,147.67
20230919,USD,1
20230920,CAD,1.3424
20230920,EUR,0.9344
20230920,GBP,0.80854
20230920,JPY,147.9
20230920,USD,1
20230921,CAD,1.351
20230921,EUR,0.94029
20230921,GBP,0.81535
20230921,JPY,147.95
20230921,USD,1
20230922,CAD,1.3434
20230922,EUR,0.93923
20230922,GBP,0.81521
20230922,JPY,148.28
20230922,USD,1
20230923,CAD,1.3434
20230923,EUR,0.93923
20230923,GBP,0.81521
20230923,JPY,148.28
20230923,USD,1
20230924,CAD,1.3434
20230924,EUR,0.93923
20230924,GBP,0.81521
20230924,JPY,148.28
20230924,USD,1
20230925,CAD,1.3459
20230925,EUR,0.94047
20230925,GBP,0.81788
20230925,JPY,148.67
20230925,USD,1
20230926,CAD,1.3501
20230926,EUR,0.94295
20230926,GBP,0.82056
20230926,JPY,148.86
20230926,USD,1
20230927,CAD,1.353
20230927,EUR,0.94913
20230927,GBP,0.82394
20230927,JPY,149.2
20230927,USD,1
20230928,CAD,1.3479
20230928,EUR,0.94886
20230928,GBP,0.81918
20230928,JPY,149.28
20230928,USD,1
20230929,CAD,1.3429
20230929,EUR,0.94393
20230929,GBP,0.8161
20230929,JPY,149.24
20230929,USD,1
20230930,CAD,1.3429
20230930,EUR,0.94393
20230930,GBP,0.8161
20230930,JPY,149.24
20230930,USD,1
20231001,CAD,1.3429
20231001,EUR,0.94393
20231001,GBP,0.8161
20231001,JPY,149.24
20231001,USD,1
20231002,CAD,1.3613
20231002,EUR,0.94967
20231002,GBP,0.82268
20231002,JPY,149.73
20231002,USD,1
20231003,CAD,1.3721
20231003,EUR,0.9552
20231003,GBP,0.82888
20231003,JPY,149.98
20231003,USD,1
20231004,CAD,1.371
20231004,EUR,0.95265
20231004,GBP,0.82488
20231004,JPY,149.07
20231004,USD,1
20231005,CAD,1.3755
20231005,EUR,0.95003
20231005,GBP,0.82277
20231005,JPY,148.88
20231005,USD,1
20231006,CAD,1.372
20231006,EUR,0.9467
20231006,GBP,0.81899
20231006,JPY,149.08
20231006,USD,1
20231007,CAD,1.372
20231007,EUR,0.9467
20231007,GBP,0.81899
20231007,JPY,149.08
20231007,USD,1
20231008,CAD,1.372
20231008,EUR,0.9467
20231008,GBP,0.81899
20231008,JPY,149.08
20231008,USD,1
20231009,CAD,1.3655
20231009,EUR,0.94958
20231009,GBP,0.82157
20231009,JPY,149.14
20231009,USD,1
20231010,CAD,1.3596
20231010,EUR,0.945
20231010,GBP,0.81639
20231010,JPY,149.04
20231010,USD,1
20231011,CAD,1.3607
20231011,EUR,0.94304
20231011,GBP,0.81351
20231011,JPY,148.88
20231011,USD,1
20231012,CAD,1.3594
20231012,EUR,0.94171
20231012,GBP,0.81232
20231012,JPY,149.12
20231012,USD,1
20231013,CAD,1.368
20231013,EUR,0.95021
20231013,GBP,0.82112
20231013,JPY,149.6
20231013,USD,1
20231014,CAD,1.368
20231014,EUR,0.95021
20231014,GBP,0.82112
20231014,JPY,149.6
20231014,USD,1
20231015,CAD,1.368
20231015,EUR,0.95021
20231015,GBP,0.82112
20231015,JPY,149.6
20231015,USD,1
20231016,CAD,1.3627
20231016,EUR,0.94895
20231016,GBP,0.82127
20231016,JPY,149.5
20231016,USD,1
20231017,CAD,1.3635
20231017,EUR,0.94616
20231017,GBP,0.82146
20231017,JPY,149.52
20231017,USD,1
20231018,CAD,1.3654
20231018,EUR,0.94652
20231018,GBP,0.81978
20231018,JPY,149.65
20231018,USD,1
20231019,CAD,1.3719
20231019,EUR,0.94715
20231019,GBP,0.82495
20231019,JPY,149.85
20231019,USD,1
20231020,CAD,1.3683
20231020,EUR,0.9442
20231020,GBP,0.82346
20231020,JPY,149.94
20231020,USD,1
20231021,CAD,1.3683
20231021,EUR,0.9442
20231021,GBP,0.82346
20231021,JPY,149.94
20231021,USD,1
20231022,CAD,1.3683
20231022,EUR,0.9442
20231022,GBP,0.82346
20231022,JPY,149.94
20231022,USD,1
20231023,CAD,1.3723
20231023,EUR,0.94366
20231023,GBP,0.82243
20231023,JPY,149.96
20231023,USD,1
20231024,CAD,1.3698
20231024,EUR,0.94056
20231024,GBP,0.81852
20231024,JPY,149.79
20231024,USD,1
20231025,CAD,1.3757
20231025,EUR,0.94554
20231025,GBP,0.82489
20231025,JPY,149.91
20231025,USD,1
20231026,CAD,1.3819
20231026,EUR,0.94877
20231026,GBP,0.82704
20231026,JPY,150.36
20231026,USD,1
20231027,CAD,1.3824
20231027,EUR,0.94868
20231027,GBP,0.82557
20231027,JPY,149.97
20231027,USD,1
20231028,CAD,1.3824
20231028,EUR,0.94868
20231028,GBP,0.82557
20231028,JPY,149.97
20231028,USD,1
20231029,CAD,1.3824
20231029,EUR,0.94868
20231029,GBP,0.82557
20231029,JPY,149.97
20231029,USD,1
20231030,CAD,1.3833
20231030,EUR,0.94295
20231030,GBP,0.82362
20231030,JPY,149.74
20231030,USD,1
20231031,CAD,1.3854
20231031,EUR,0.94171
20231031,GBP,0.82273
20231031,JPY,150.96
20231031,USD,1
20231101,CAD,1.3865
20231101,EUR,0.94904
20231101,GBP,0.82514
20231101,JPY,151.21
20231101,USD,1
20231102,CAD,1.3795
20231102,EUR,0.938
20231102,GBP,0.81892
20231102,JPY,149.98
20231102,USD,1
20231103,CAD,1.3692
20231103,EUR,0.9344
20231103,GBP,0.81277
20231103,JPY,149.38
20231103,USD,1
20231104,CAD,1.3692
20231104,EUR,0.9344
20231104,GBP,0.81277
20231104,JPY,149.38
20231104,USD,1
20231105,CAD,1.3692
20231105,EUR,0.9344
20231105,GBP,0.81277
20231105,JPY,149.38
20231105,USD,1
20231106,CAD,1.3652
20231106,EUR,0.93101
20231106,GBP,0.80663
20231106,JPY,149.77
20231106,USD,1
20231107,CAD,1.3737
20231107,EUR,0.9358
20231107,GBP,0.81279
20231107,JPY,150.45
20231107,USD,1
20231108,CAD,1.3786
20231108,EUR,0.93712
20231108,GBP,0.81543
20231108,JPY,150.85
20231108,USD,1
20231109,CAD,1.3784
20231109,EUR,0.93537
20231109,GBP,0.81569
20231109,JPY,151.13
20231109,USD,1
20231110,CAD,1.381
20231110,EUR,0.93607
20231110,GBP,0.81845
20231110,JPY,151.43
20231110,USD,1
20231111,CAD,1.381
20231111,EUR,0.93607
20231111,GBP,0.81845
20231111,JPY,151.43
20231111,USD,1
20231112,CAD,1.381
20231112,EUR,0.93607
20231112,GBP,0.81845
20231112,JPY,151.43
20231112,USD,1
20231113,CAD,1.3828
20231113,EUR,0.93721
20231113,GBP,0.81682
20231113,JPY,151.79
20231113,USD,1
20231114,CAD,1.3831
20231114,EUR,0.93249
20231114,GBP,0.81341
20231114,JPY,151.69
20231114,USD,1
20231115,CAD,1.3668
20231115,EUR,0.92013
20231115,GBP,0.80225
20231115,JPY,150.34
20231115,USD,1
20231116,CAD,1.3726
20231116,EUR,0.92174
20231116,GBP,0.80671
20231116,JPY,151.21
20231116,USD,1
20231117,CAD,1.3712
20231117,EUR,0.91979
20231117,GBP,0.80385
20231117,JPY,149.27
20231117,USD,1
20231118,CAD,1.3712
20231118,EUR,0.91979
20231118,GBP,0.80385
20231118,JPY,149.27
20231118,USD,1
20231119,CAD,1.3712
20231119,EUR,0.91979
20231119,GBP,0.80385
20231119,JPY,149.27
20231119,USD,1
20231120,CAD,1.3721
20231120,EUR,0.91508
20231120,GBP,0.80189
20231120,JPY,148.35
20231120,USD,1
20231121,CAD,1.3719
20231121,EUR,0.91283
20231121,GBP,0.79713
20231121,JPY,147.52
20231121,USD,1
20231122,CAD,1.371
20231122,EUR,0.91651
20231122,GBP,0.79764
20231122,JPY,148.7
20231122,USD,1
20231123,CAD,1.3706
20231123,EUR,0.91743
20231123,GBP,0.79761
20231123,JPY,149.52
20231123,USD,1
20231124,CAD,1.3682
20231124,EUR,0.91609
20231124,GBP,0.79533
20231124,JPY,149.6
20231124,USD,1
20231125,CAD,1.3682
20231125,EUR,0.91609
20231125,GBP,0.79533
20231125,JPY,149.6
20231125,USD,1
20231126,CAD,1.3682
20231126,EUR,0.91609
20231126,GBP,0.79533
20231126,JPY,149.6
20231126,USD,1
20231127,CAD,1.3633
20231127,EUR,0.91316
20231127,GBP,0.79144
20231127,JPY,148.72
20231127,USD,1
20231128,CAD,1.3597
20231128,EUR,0.91333
20231128,GBP,0.79295
20231128,JPY,148.63
20231128,USD,1
20231129,CAD,1.3582
20231129,EUR,0.91033
20231129,GBP,0.78766
20231129,JPY,147.58
20231129,USD,1
20231130,CAD,1.3604
20231130,EUR,0.91483
20231130,GBP,0.79012
20231130,JPY,147.46
20231130,USD,1
20231201,CAD,1.355
