date_id,currency_code,rate_to_usd
20220820,USD,1
20220821,CAD,1.2992
20220821,EUR,0.99463
20220821,GBP,0.84482
20220821,JPY,136.93
20220821,USD,1
20220822,CAD,1.2988
20220822,EUR,0.9999
20220822,GBP,0.8465
20220822,JPY,137.07
20220822,USD,1
20220823,CAD,1.3023
20220823,EUR,1.0074
20220823,GBP,0.84963
20220823,JPY,137.34
20220823,USD,1
20220824,CAD,1.2994
20220824,EUR,1.0066
20220824,GBP,0.84843
20220824,JPY,136.64
20220824,USD,1
20220825,CAD,1.292
20220825,EUR,1.003
20220825,GBP,0.84547
20220825,JPY,136.48
20220825,USD,1
20220826,CAD,1.2935
20220826,EUR,0.9993
20220826,GBP,0.84531
20220826,JPY,136.92
20220826,USD,1
20220827,CAD,1.2935
20220827,EUR,0.9993
20220827,GBP,0.84531
20220827,JPY,136.92
20220827,USD,1
20220828,CAD,1.2935
20220828,EUR,0.9993
20220828,GBP,0.84531
20220828,JPY,136.92
20220828,USD,1
20220829,CAD,1.3044
20220829,EUR,1.0014
20220829,GBP,0.8554
20220829,JPY,138.68
20220829,USD,1
20220830,CAD,1.3003
20220830,EUR,0.99661
20220830,GBP,0.85355
20220830,JPY,138.24
20220830,USD,1
20220831,CAD,1.3111
20220831,EUR,1
20220831,GBP,0.86035
20220831,JPY,138.72
20220831,USD,1
20220901,CAD,1.3164
20220901,EUR,0.9996
20220901,GBP,0.86438
20220901,JPY,139.28
20220901,USD,1
20220902,CAD,1.314
20220902,EUR,1.0007
20220902,GBP,0.86539
20220902,JPY,140.46
20220902,USD,1
20220903,CAD,1.314
20220903,EUR,1.0007
20220903,GBP,0.86539
20220903,JPY,140.46
20220903,USD,1
20220904,CAD,1.314
20220904,EUR,1.0007
20220904,GBP,0.86539
20220904,JPY,140.46
20220904,USD,1
20220905,CAD,1.3148
20220905,EUR,1.0081
20220905,GBP,0.87054
20220905,JPY,140.59
20220905,USD,1
20220906,CAD,1.3123
20220906,EUR,1.0073
20220906,GBP,0.86365
20220906,JPY,141.93
20220906,USD,1
20220907,CAD,1.3189
20220907,EUR,1.0116
20220907,GBP,0.87516
20220907,JPY,144.87
20220907,USD,1
20220908,CAD,1.3122
20220908,EUR,0.9991
20220908,GBP,0.86578
20220908,JPY,143.52
20220908,USD,1
20220909,CAD,1.3006
20220909,EUR,0.99512
20220909,GBP,0.86436
20220909,JPY,142.6
20220909,USD,1
20220910,CAD,1.3006
20220910,EUR,0.99512
20220910,GBP,0.86436
20220910,JPY,142.6
20220910,USD,1
20220911,CAD,1.3006
20220911,EUR,0.99512
20220911,GBP,0.86436
20220911,JPY,142.6
20220911,USD,1
20220912,CAD,1.2993
20220912,EUR,0.98474
20220912,GBP,0.85453
20220912,JPY,142.28
20220912,USD,1
20220913,CAD,1.2973
20220913,EUR,0.9828
20220913,GBP,0.853
20220913,JPY,142.01
20220913,USD,1
20220914,CAD,1.319
20220914,EUR,1.001
20220914,GBP,0.86585
20220914,JPY,143.22
20220914,USD,1
20220915,CAD,1.3183
20220915,EUR,1.0008
20220915,GBP,0.87004
20220915,JPY,143.54
20220915,USD,1
20220916,CAD,1.3287
20220916,EUR,1.0046
20220916,GBP,0.87804
20220916,JPY,143.19
20220916,USD,1
20220917,CAD,1.3287
20220917,EUR,1.0046
20220917,GBP,0.87804
20220917,JPY,143.19
20220917,USD,1
20220918,CAD,1.3287
20220918,EUR,1.0046
20220918,GBP,0.87804
20220918,JPY,143.19
20220918,USD,1
20220919,CAD,1.3307
20220919,EUR,1.001
20220919,GBP,0.87873
20220919,JPY,143.56
20220919,USD,1
20220920,CAD,1.3287
20220920,EUR,1.0014
20220920,GBP,0.87518
20220920,JPY,143.54
20220920,USD,1
20220921,CAD,1.3388
20220921,EUR,1.0095
20220921,GBP,0.88164
20220921,JPY,144.01
20220921,USD,1
20220922,CAD,1.3434
20220922,EUR,1.0117
20220922,GBP,0.8828
20220922,JPY,140.81
20220922,USD,1
20220923,CAD,1.3509
20220923,EUR,1.0252
20220923,GBP,0.90425
20220923,JPY,142.95
20220923,USD,1
20220924,CAD,1.3509
20220924,EUR,1.0252
20220924,GBP,0.90425
20220924,JPY,142.95
20220924,USD,1
20220925,CAD,1.3509
20220925,EUR,1.0252
20220925,GBP,0.90425
20220925,JPY,142.95
20220925,USD,1
20220926,CAD,1.3679
20220926,EUR,1.0367
20220926,GBP,0.92685
20220926,JPY,144.17
20220926,USD,1
20220927,CAD,1.3683
20220927,EUR,1.0369
20220927,GBP,0.92571
20220927,JPY,144.42
20220927,USD,1
20220928,CAD,1.3755
20220928,EUR,1.0455
20220928,GBP,0.94373
20220928,JPY,144.68
20220928,USD,1
20220929,CAD,1.3697
20220929,EUR,1.0303
20220929,GBP,0.92196
20220929,JPY,144.71
20220929,USD,1
20220930,CAD,1.3747
20220930,EUR,1.0259
20220930,GBP,0.90583
20220930,JPY,144.66
20220930,USD,1
20221001,CAD,1.3747
20221001,EUR,1.0259
20221001,GBP,0.90583
20221001,JPY,144.66
20221001,USD,1
20221002,CAD,1.3747
20221002,EUR,1.0259
20221002,GBP,0.90583
20221002,JPY,144.66
20221002,USD,1
20221003,CAD,1.3736
20221003,EUR,1.0242
20221003,GBP,0.89175
20221003,JPY,144.91
20221003,USD,1
20221004,CAD,1.3652
20221004,EUR,1.011
20221004,GBP,0.88235
20221004,JPY,144.88
20221004,USD,1
20221005,CAD,1.3609
20221005,EUR,1.0086
20221005,GBP,0.88089
20221005,JPY,144.41
20221005,USD,1
20221006,CAD,1.3666
20221006,EUR,1.0142
20221006,GBP,0.88827
20221006,JPY,144.71
20221006,USD,1
20221007,CAD,1.3715
20221007,EUR,1.0207
20221007,GBP,0.89194
20221007,JPY,144.86
20221007,USD,1
20221008,CAD,1.3715
20221008,EUR,1.0207
20221008,GBP,0.89194
20221008,JPY,144.86
20221008,USD,1
20221009,CAD,1.3715
20221009,EUR,1.0207
20221009,GBP,0.89194
20221009,JPY,144.86
20221009,USD,1
20221010,CAD,1.3728
20221010,EUR,1.0312
20221010,GBP,0.90471
20221010,JPY,145.57
20221010,USD,1
20221011,CAD,1.3784
20221011,EUR,1.0285
20221011,GBP,0.90202
20221011,JPY,145.57
20221011,USD,1
20221012,CAD,1.3801
20221012,EUR,1.0303
20221012,GBP,0.90501
20221012,JPY,146.65
20221012,USD,1
20221013,CAD,1.3803
20221013,EUR,1.0268
20221013,GBP,0.88832
20221013,JPY,146.77
20221013,USD,1
20221014,CAD,1.3817
20221014,EUR,1.0291
20221014,GBP,0.89352
20221014,JPY,147.81
20221014,USD,1
20221015,CAD,1.3817
20221015,EUR,1.0291
20221015,GBP,0.89352
20221015,JPY,147.81
20221015,USD,1
20221016,CAD,1.3817
20221016,EUR,1.0291
20221016,GBP,0.89352
20221016,JPY,147.81
20221016,USD,1
20221017,CAD,1.3813
20221017,EUR,1.0268
20221017,GBP,0.88561
20221017,JPY,148.89
20221017,USD,1
20221018,CAD,1.3721
20221018,EUR,1.0168
20221018,GBP,0.88386
20221018,JPY,149.11
20221018,USD,1
20221019,CAD,1.3785
20221019,EUR,1.0227
20221019,GBP,0.88968
20221019,JPY,149.66
20221019,USD,1
20221020,CAD,1.372
20221020,EUR,1.0193
20221020,GBP,0.88939
20221020,JPY,149.82
20221020,USD,1
20221021,CAD,1.3839
20221021,EUR,1.0277
20221021,GBP,0.90162
20221021,JPY,151.69
20221021,USD,1
20221022,CAD,1.3839
20221022,EUR,1.0277
20221022,GBP,0.90162
20221022,JPY,151.69
20221022,USD,1
20221023,CAD,1.3839
20221023,EUR,1.0277
20221023,GBP,0.90162
20221023,JPY,151.69
20221023,USD,1
20221024,CAD,1.3706
20221024,EUR,1.0151
20221024,GBP,0.88387
20221024,JPY,148.98
20221024,USD,1
20221025,CAD,1.3728
20221025,EUR,1.0141
20221025,GBP,0.88371
20221025,JPY,148.91
20221025,USD,1
20221026,CAD,1.3537
20221026,EUR,0.99771
20221026,GBP,0.86404
20221026,JPY,146.98
20221026,USD,1
20221027,CAD,1.3622
20221027,EUR,0.99631
20221027,GBP,0.86425
20221027,JPY,146.83
20221027,USD,1
20221028,CAD,1.3609
20221028,EUR,1.0049
20221028,GBP,0.86544
20221028,JPY,147.51
20221028,USD,1
20221029,CAD,1.3609
20221029,EUR,1.0049
20221029,GBP,0.86544
20221029,JPY,147.51
20221029,USD,1
20221030,CAD,1.3609
20221030,EUR,1.0049
20221030,GBP,0.86544
20221030,JPY,147.51
20221030,USD,1
20221031,CAD,1.3671
20221031,EUR,1.0087
20221031,GBP,0.86862
20221031,JPY,148.68
20221031,USD,1
20221101,CAD,1.3541
20221101,EUR,1.0053
20221101,GBP,0.86517
20221101,JPY,147.13
20221101,USD,1
20221102,CAD,1.3595
20221102,EUR,1.0093
20221102,GBP,0.86899
20221102,JPY,147.1
20221102,USD,1
20221103,CAD,1.3793
20221103,EUR,1.0253
20221103,GBP,0.89437
20221103,JPY,148.24
20221103,USD,1
20221104,CAD,1.3524
20221104,EUR,1.013
20221104,GBP,0.88612
20221104,JPY,147.07
20221104,USD,1
20221105,CAD,1.3524
20221105,EUR,1.013
20221105,GBP,0.88612
20221105,JPY,147.07
20221105,USD,1
20221106,CAD,1.3524
20221106,EUR,1.013
20221106,GBP,0.88612
20221106,JPY,147.07
20221106,USD,1
20221107,CAD,1.3473
20221107,EUR,1.0007
20221107,GBP,0.87196
20221107,JPY,146.28
20221107,USD,1
20221108,CAD,1.3494
20221108,EUR,1.0004
20221108,GBP,0.87413
20221108,JPY,146.31
20221108,USD,1
20221109,CAD,1.3449
20221109,EUR,0.99612
20221109,GBP,0.87433
20221109,JPY,146.25
20221109,USD,1
20221110,CAD,1.3529
20221110,EUR,1.0046
20221110,GBP,0.87701
20221110,JPY,146.14
20221110,USD,1
20221111,CAD,1.3289
20221111,EUR,0.97012
20221111,GBP,0.84922
20221111,JPY,139.59
20221111,USD,1
20221112,CAD,1.3289
20221112,EUR,0.97012
20221112,GBP,0.84922
20221112,JPY,139.59
20221112,USD,1
20221113,CAD,1.3289
20221113,EUR,0.97012
20221113,GBP,0.84922
20221113,JPY,139.59
20221113,USD,1
20221114,CAD,1.3282
20221114,EUR,0.96909
20221114,GBP,0.84808
20221114,JPY,140.38
20221114,USD,1
20221115,CAD,1.328
20221115,EUR,0.96117
20221115,GBP,0.84059
20221115,JPY,139.22
20221115,USD,1
20221116,CAD,1.3255
20221116,EUR,0.96043
20221116,GBP,0.84021
20221116,JPY,139.54
20221116,USD,1
20221117,CAD,1.3393
20221117,EUR,0.96909
20221117,GBP,0.84771
20221117,JPY,140.32
20221117,USD,1
20221118,CAD,1.3352
20221118,EUR,0.96469
20221118,GBP,0.83989
20221118,JPY,140
20221118,USD,1
20221119,CAD,1.3352
20221119,EUR,0.96469
20221119,GBP,0.83989
20221119,JPY,140
20221119,USD,1
20221120,CAD,1.3352
20221120,EUR,0.96469
20221120,GBP,0.83989
20221120,JPY,140
20221120,USD,1
20221121,CAD,1.3439
20221121,EUR,0.97599
20221121,GBP,0.84709
20221121,JPY,141.84
20221121,USD,1
20221122,CAD,1.3398
20221122,EUR,0.97333
20221122,GBP,0.84055
20221122,JPY,141.33
20221122,USD,1
20221123,CAD,1.342
20221123,EUR,0.96852
20221123,GBP,0.8365
20221123,JPY,141.16
20221123,USD,1
20221124,CAD,1.3343
20221124,EUR,0.96034
20221124,GBP,0.82525
20221124,JPY,138.19
20221124,USD,1
20221125,CAD,1.3363
20221125,EUR,0.96386
20221125,GBP,0.82781
20221125,JPY,139.39
20221125,USD,1
20221126,CAD,1.3363
20221126,EUR,0.96386
20221126,GBP,0.82781
20221126,JPY,139.39
20221126,USD,1
20221127,CAD,1.3363
20221127,EUR,0.96386
20221127,GBP,0.82781
20221127,JPY,139.39
20221127,USD,1
20221128,CAD,1.344
20221128,EUR,0.95575
20221128,GBP,0.82774
20221128,JPY,138.49
20221128,USD,1
20221129,CAD,1.3511
20221129,EUR,0.96469
20221129,GBP,0.83174
20221129,JPY,138.3
20221129,USD,1
20221130,CAD,1.3513
20221130,EUR,0.96376
20221130,GBP,0.83354
20221130,JPY,139.05
20221130,USD,1
20221201,CAD,1.3448
20221201,EUR,0.95657
20221201,GBP,0.81993
20221201,JPY,136.29
20221201,USD,1
20221202,CAD,1.3437
20221202,EUR,0.94895
20221202,GBP,0.81472
20221202,JPY,134.11
20221202,USD,1
20221203,CAD,1.3437
20221203,EUR,0.94895
20221203,GBP,0.81472
20221203,JPY,134.11
20221203,USD,1
20221204,CAD,1.3437
20221204,EUR,0.94895
20221204,GBP,0.81472
20221204,JPY,134.11
20221204,USD,1
20221205,CAD,1.3411
20221205,EUR,0.94455
20221205,GBP,0.81312
20221205,JPY,135.14
20221205,USD,1
20221206,CAD,1.3623
20221206,EUR,0.95093
20221206,GBP,0.81942
20221206,JPY,136.3
20221206,USD,1
20221207,CAD,1.3664
20221207,EUR,0.94976
20221207,GBP,0.82067
20221207,JPY,137.18
20221207,USD,1
20221208,CAD,1.3601
20221208,EUR,0.95066
20221208,GBP,0.82002
20221208,JPY,136.66
20221208,USD,1
20221209,CAD,1.3619
20221209,EUR,0.94706
20221209,GBP,0.814
20221209,JPY,135.71
20221209,USD,1
20221210,CAD,1.3619
20221210,EUR,0.94706
20221210,GBP,0.814
20221210,JPY,135.71
20221210,USD,1
20221211,CAD,1.3619
20221211,EUR,0.94706
20221211,GBP,0.814
20221211,JPY,135.71
20221211,USD,1
20221212,CAD,1.366
20221212,EUR,0.94679
20221212,GBP,0.8143
20221212,JPY,137.15
20221212,USD,1
20221213,CAD,1.36
20221213,EUR,0.94832
20221213,GBP,0.81321
20221213,JPY,137.36
20221213,USD,1
20221214,CAD,1.3561
20221214,EUR,0.93906
20221214,GBP,0.8087
20221214,JPY,134.92
20221214,USD,1
20221215,CAD,1.3599
20221215,EUR,0.94153
20221215,GBP,0.81154
20221215,JPY,136.59
20221215,USD,1
20221216,CAD,1.366
20221216,EUR,0.94171
20221216,GBP,0.82148
20221216,JPY,137.05
20221216,USD,1
20221217,CAD,1.366
20221217,EUR,0.94171
20221217,GBP,0.82148
20221217,JPY,137.05
20221217,USD,1
20221218,CAD,1.366
20221218,EUR,0.94171
20221218,GBP,0.82148
20221218,JPY,137.05
20221218,USD,1
20221219,CAD,1.3655
20221219,EUR,0.94357
20221219,GBP,0.82202
20221219,JPY,136.49
20221219,USD,1
20221220,CAD,1.3634
20221220,EUR,0.94349
20221220,GBP,0.82583
20221220,JPY,132.64
20221220,USD,1
20221221,CAD,1.3609
20221221,EUR,0.9402
20221221,GBP,0.8241
20221221,JPY,131.9
20221221,USD,1
20221222,CAD,1.3622
20221222,EUR,0.94047
20221222,GBP,0.8299
20221222,JPY,132.06
20221222,USD,1
20221223,CAD,1.3588
20221223,EUR,0.94144
20221223,GBP,0.82875
20221223,JPY,132.61
20221223,USD,1
20221224,CAD,1.3588
20221224,EUR,0.94144
20221224,GBP,0.82875
20221224,JPY,132.61
20221224,USD,1
20221225,CAD,1.3588
20221225,EUR,0.94144
20221225,GBP,0.82875
20221225,JPY,132.61
20221225,USD,1
20221226,CAD,1.3588
20221226,EUR,0.94144
20221226,GBP,0.82875
20221226,JPY,132.61
20221226,USD,1
20221227,CAD,1.3539
20221227,EUR,0.94127
20221227,GBP,0.83145
20221227,JPY,133.36
20221227,USD,1
20221228,CAD,1.3497
20221228,EUR,0.93985
20221228,GBP,0.82761
20221228,JPY,133.66
20221228,USD,1
20221229,CAD,1.3593
20221229,EUR,0.93906
20221229,GBP,0.83152
20221229,JPY,133.57
20221229,USD,1
20221230,CAD,1.3538
20221230,EUR,0.93756
20221230,GBP,0.83155
20221230,JPY,131.88
20221230,USD,1
20221231,CAD,1.3538
20221231,EUR,0.93756
20221231,GBP,0.83155
20221231,JPY,131.88
20221231,USD,1
20230101,CAD,1.3538
20230101,EUR,0.93756
20230101,GBP,0.83155
20230101,JPY,131.88
20230101,USD,1
20230102,CAD,1.3579
20230102,EUR,0.93607
20230102,GBP,0.82964
20230102,JPY,130.69
20230102,USD,1
20230103,CAD,1.3669
20230103,EUR,0.94832
20230103,GBP,0.83497
20230103,JPY,130.8
20230103,USD,1
20230104,CAD,1.3551
20230104,EUR,0.94349
20230104,GBP,0.83098
20230104,JPY,130.9
20230104,USD,1
20230105,CAD,1.3504
20230105,EUR,0.94331
20230105,GBP,0.83297
20230105,JPY,132.96
20230105,USD,1
20230106,CAD,1.3649
20230106,EUR,0.95238
20230106,GBP,0.84262
20230106,JPY,134.57
20230106,USD,1
20230107,CAD,1.3649
20230107,EUR,0.95238
20230107,GBP,0.84262
20230107,JPY,134.57
20230107,USD,1
20230108,CAD,1.3649
20230108,EUR,0.95238
20230108,GBP,0.84262
20230108,JPY,134.57
20230108,USD,1
20230109,CAD,1.3369
20230109,EUR,0.93493
20230109,GBP,0.82319
20230109,JPY,132.15
20230109,USD,1
20230110,CAD,1.3412
20230110,EUR,0.93257
20230110,GBP,0.82374
20230110,JPY,132.35
20230110,USD,1
20230111,CAD,1.3426
20230111,EUR,0.93049
20230111,GBP,0.8251
20230111,JPY,132.7
20230111,USD,1
20230112,CAD,1.3404
20230112,EUR,0.92833
20230112,GBP,0.82334
20230112,JPY,130.53
20230112,USD,1
20230113,CAD,1.3403
20230113,EUR,0.92473
20230113,GBP,0.82116
20230113,JPY,128.56
20230113,USD,1
20230114,CAD,1.3403
20230114,EUR,0.92473
20230114,GBP,0.82116
20230114,JPY,128.56
20230114,USD,1
20230115,CAD,1.3403
20230115,EUR,0.92473
20230115,GBP,0.82116
20230115,JPY,128.56
20230115,USD,1
20230116,CAD,1.3398
20230116,EUR,0.9249
20230116,GBP,0.82092
20230116,JPY,128.49
20230116,USD,1
20230117,CAD,1.3416
20230117,EUR,0.92225
20230117,GBP,0.81707
20230117,JPY,128.65
20230117,USD,1
20230118,CAD,1.3382
20230118,EUR,0.92259
20230118,GBP,0.80755
20230118,JPY,128.97
20230118,USD,1
20230119,CAD,1.3503
20230119,EUR,0.92464
20230119,GBP,0.81043
20230119,JPY,128.54
20230119,USD,1
20230120,CAD,1.347
20230120,EUR,0.9237
20230120,GBP,0.80916
20230120,JPY,130.11
20230120,USD,1
20230121,CAD,1.347
20230121,EUR,0.9237
20230121,GBP,0.80916
20230121,JPY,130.11
20230121,USD,1
20230122,CAD,1.347
20230122,EUR,0.9237
20230122,GBP,0.80916
20230122,JPY,130.11
20230122,USD,1
20230123,CAD,1.3359
20230123,EUR,0.91988
20230123,GBP,0.80922
20230123,JPY,130.3
20230123,USD,1
20230124,CAD,1.337
20230124,EUR,0.92098
20230124,GBP,0.81385
20230124,JPY,130.29
20230124,USD,1
20230125,CAD,1.337
20230125,EUR,0.91929
20230125,GBP,0.81125
20230125,JPY,129.78
20230125,USD,1
20230126,CAD,1.3371
20230126,EUR,0.91785
20230126,GBP,0.80721
20230126,JPY,129.77
20230126,USD,1
20230127,CAD,1.3326
20230127,EUR,0.92039
20230127,GBP,0.80888
20230127,JPY,129.87
20230127,USD,1
20230128,CAD,1.3326
20230128,EUR,0.92039
20230128,GBP,0.80888
20230128,JPY,129.87
20230128,USD,1
20230129,CAD,1.3326
20230129,EUR,0.92039
20230129,GBP,0.80888
20230129,JPY,129.87
20230129,USD,1
20230130,CAD,1.3328
20230130,EUR,0.91718
20230130,GBP,0.80692
20230130,JPY,130.05
20230130,USD,1
20230131,CAD,1.345
20230131,EUR,0.92311
20230131,GBP,0.81301
20230131,JPY,130.41
20230131,USD,1
20230201,CAD,1.3316
20230201,EUR,0.91794
20230201,GBP,0.81158
20230201,JPY,129.77
20230201,USD,1
20230202,CAD,1.3289
20230202,EUR,0.91008
20230202,GBP,0.8126
20230202,JPY,128.43
20230202,USD,1
20230203,CAD,1.3364
20230203,EUR,0.91433
20230203,GBP,0.81604
20230203,JPY,128.42
20230203,USD,1
20230204,CAD,1.3364
20230204,EUR,0.91433
20230204,GBP,0.81604
20230204,JPY,128.42
20230204,USD,1
20230205,CAD,1.3364
20230205,EUR,0.91433
20230205,GBP,0.81604
20230205,JPY,128.42
20230205,USD,1
20230206,CAD,1.3418
20230206,EUR,0.92799
20230206,GBP,0.82849
20230206,JPY,132.15
20230206,USD,1
20230207,CAD,1.3431
20230207,EUR,0.93458
20230207,GBP,0.83493
20230207,JPY,132.06
20230207,USD,1
20230208,CAD,1.3404
20230208,EUR,0.93153
20230208,GBP,0.8272
20230208,JPY,131.17
20230208,USD,1
20230209,CAD,1.3391
20230209,EUR,0.92842
20230209,GBP,0.82179
20230209,JPY,130.72
20230209,USD,1
20230210,CAD,1.3437
20230210,EUR,0.93545
20230210,GBP,0.82645
20230210,JPY,130.85
20230210,USD,1
20230211,CAD,1.3437
20230211,EUR,0.93545
20230211,GBP,0.82645
20230211,JPY,130.85
20230211,USD,1
20230212,CAD,1.3437
20230212,EUR,0.93545
20230212,GBP,0.82645
20230212,JPY,130.85
20230212,USD,1
20230213,CAD,1.3347
20230213,EUR,0.9358
20230213,GBP,0.82614
20230213,JPY,132.56
20230213,USD,1
20230214,CAD,1.3321
20230214,EUR,0.92945
20230214,GBP,0.81908
20230214,JPY,132.11
20230214,USD,1
20230215,CAD,1.3417
20230215,EUR,0.93458
20230215,GBP,0.83014
20230215,JPY,133.69
20230215,USD,1
20230216,CAD,1.3396
20230216,EUR,0.93458
20230216,GBP,0.83068
20230216,JPY,133.93
20230216,USD,1
20230217,CAD,1.3521
20230217,EUR,0.94118
20230217,GBP,0.83659
20230217,JPY,134.76
20230217,USD,1
20230218,CAD,1.3521
20230218,EUR,0.94118
20230218,GBP,0.83659
20230218,JPY,134.76
20230218,USD,1
20230219,CAD,1.3521
20230219,EUR,0.94118
20230219,GBP,0.83659
20230219,JPY,134.76
20230219,USD,1
20230220,CAD,1.346
20230220,EUR,0.93686
20230220,GBP,0.83135
20230220,JPY,134.05
20230220,USD,1
20230221,CAD,1.3457
20230221,EUR,0.93773
20230221,GBP,0.8245
20230221,JPY,134.81
20230221,USD,1
20230222,CAD,1.3536
20230222,EUR,0.9395
20230222,GBP,0.82624
20230222,JPY,134.57
20230222,USD,1
20230223,CAD,1.3532
20230223,EUR,0.94197
20230223,GBP,0.83026
20230223,JPY,135
20230223,USD,1
20230224,CAD,1.3599
20230224,EUR,0.94607
20230224,GBP,0.83486
20230224,JPY,135.81
20230224,USD,1
20230225,CAD,1.3599
20230225,EUR,0.94607
20230225,GBP,0.83486
20230225,JPY,135.81
20230225,USD,1
20230226,CAD,1.3599
20230226,EUR,0.94607
20230226,GBP,0.83486
20230226,JPY,135.81
20230226,USD,1
20230227,CAD,1.3582
20230227,EUR,0.94751
20230227,GBP,0.8345
20230227,JPY,136.33
20230227,USD,1
20230228,CAD,1.3571
20230228,EUR,0.94171
20230228,GBP,0.82589
20230228,JPY,136.76
20230228,USD,1
20230301,CAD,1.3601
20230301,EUR,0.93598
20230301,GBP,0.82903
20230301,JPY,135.55
20230301,USD,1
20230302,CAD,1.3624
20230302,EUR,0.94295
20230302,GBP,0.8372
20230302,JPY,136.79
20230302,USD,1
20230303,CAD,1.3601
20230303,EUR,0.94206
20230303,GBP,0.83401
20230303,JPY,136.18
20230303,USD,1
20230304,CAD,1.3601
20230304,EUR,0.94206
20230304,GBP,0.83401
20230304,JPY,136.18
20230304,USD,1
20230305,CAD,1.3601
20230305,EUR,0.94206
20230305,GBP,0.83401
20230305,JPY,136.18
20230305,USD,1
20230306,CAD,1.3614
20230306,EUR,0.93932
20230306,GBP,0.83252
20230306,JPY,135.86
20230306,USD,1
20230307,CAD,1.3645
20230307,EUR,0.93765
20230307,GBP,0.83421
20230307,JPY,136.16
20230307,USD,1
20230308,CAD,1.375
20230308,EUR,0.94832
20230308,GBP,0.8447
20230308,JPY,137.22
20230308,USD,1
20230309,CAD,1.3809
20230309,EUR,0.94751
20230309,GBP,0.84152
20230309,JPY,136.27
20230309,USD,1
20230310,CAD,1.3832
20230310,EUR,0.94464
20230310,GBP,0.83372
20230310,JPY,136.69
20230310,USD,1
20230311,CAD,1.3832
20230311,EUR,0.94464
20230311,GBP,0.83372
20230311,JPY,136.69
20230311,USD,1
20230312,CAD,1.3832
20230312,EUR,0.94464
20230312,GBP,0.83372
20230312,JPY,136.69
20230312,USD,1
20230313,CAD,1.3773
20230313,EUR,0.93406
20230313,GBP,0.82542
20230313,JPY,132.6
20230313,USD,1
20230314,CAD,1.3681
20230314,EUR,0.93136
20230314,GBP,0.8201
20230314,JPY,134.2
20230314,USD,1
20230315,CAD,1.3749
20230315,EUR,0.94796
20230315,GBP,0.82703
20230315,JPY,132.25
20230315,USD,1
20230316,CAD,1.3747
20230316,EUR,0.94384
20230316,GBP,0.82888
20230316,JPY,132.31
20230316,USD,1
20230317,CAD,1.3729
20230317,EUR,0.94135
20230317,GBP,0.82357
20230317,JPY,132.33
20230317,USD,1
20230318,CAD,1.3729
20230318,EUR,0.94135
20230318,GBP,0.82357
20230318,JPY,132.33
20230318,USD,1
20230319,CAD,1.3729
20230319,EUR,0.94135
20230319,GBP,0.82357
20230319,JPY,132.33
20230319,USD,1
20230320,CAD,1.3688
20230320,EUR,0.9331
20230320,GBP,0.81702
20230320,JPY,131.35
20230320,USD,1
20230321,CAD,1.3666
20230321,EUR,0.92799
20230321,GBP,0.81694
20230321,JPY,132.36
20230321,USD,1
20230322,CAD,1.3706
20230322,EUR,0.92721
20230322,GBP,0.81525
20230322,JPY,132.71
20230322,USD,1
20230323,CAD,1.3673
20230323,EUR,0.9192
20230323,GBP,0.81371
20230323,JPY,131.33
20230323,USD,1
20230324,CAD,1.3789
20230324,EUR,0.93067
20230324,GBP,0.81843
20230324,JPY,130.15
20230324,USD,1
20230325,CAD,1.3789
20230325,EUR,0.93067
20230325,GBP,0.81843
20230325,JPY,130.15
20230325,USD,1
20230326,CAD,1.3789
20230326,EUR,0.93067
20230326,GBP,0.81843
20230326,JPY,130.15
20230326,USD,1
20230327,CAD,1.3709
20230327,EUR,0.92825
20230327,GBP,0.81517
20230327,JPY,131.48
20230327,USD,1
20230328,CAD,1.3655
20230328,EUR,0.92242
20230328,GBP,0.81116
20230328,JPY,130.7
20230328,USD,1
20230329,CAD,1.3588
20230329,EUR,0.92191
20230329,GBP,0.81117
20230329,JPY,132.37
20230329,USD,1
20230330,CAD,1.354
20230330,EUR,0.91861
20230330,GBP,0.80988
20230330,JPY,132.67
20230330,USD,1
20230331,CAD,1.3551
20230331,EUR,0.91954
20230331,GBP,0.80846
20230331,JPY,133.18
20230331,USD,1
20230401,CAD,1.3551
20230401,EUR,0.91954
20230401,GBP,0.80846
20230401,JPY,133.18
20230401,USD,1
20230402,CAD,1.3551
20230402,EUR,0.91954
20230402,GBP,0.80846
20230402,JPY,133.18
20230402,USD,1
20230403,CAD,1.3457
20230403,EUR,0.91996
20230403,GBP,0.80764
20230403,JPY,132.94
20230403,USD,1
20230404,CAD,1.3431
20230404,EUR,0.91735
20230404,GBP,0.80115
20230404,JPY,132.96
20230404,USD,1
20230405,CAD,1.3454
20230405,EUR,0.91408
20230405,GBP,0.80151
20230405,JPY,131.39
20230405,USD,1
20230406,CAD,1.3471
20230406,EUR,0.91617
20230406,GBP,0.8016
20230406,JPY,131.46
20230406,USD,1
20230407,CAD,1.3471
20230407,EUR,0.91617
20230407,GBP,0.8016
20230407,JPY,131.46
20230407,USD,1
20230408,CAD,1.3471
20230408,EUR,0.91617
20230408,GBP,0.8016
20230408,JPY,131.46
20230408,USD,1
20230409,CAD,1.3471
20230409,EUR,0.91617
20230409,GBP,0.8016
20230409,JPY,131.46
20230409,USD,1
20230410,CAD,1.3471
20230410,EUR,0.91617
20230410,GBP,0.8016
20230410,JPY,131.46
20230410,USD,1
20230411,CAD,1.3509
20230411,EUR,0.91701
20230411,GBP,0.80457
